,K,mag,filename,phi_bcd,phi_cde,phi_def,phi_efg,phi_fgh
493,705.64,0.7256,IC493K7.0564e+02mag7.2560e-01.bin,87.27918164740477,80.06642002125766,120.68642631874873,55.371851812535525,78.99470417242235
494,14.082,0.0012129,IC494K1.4082e+01mag1.2129e-03.bin,44.580619411473705,46.90006657122614,100.48697576848326,77.38973204729335,181.95284053305699
495,37.681,0.88003,IC495K3.7681e+01mag8.8003e-01.bin,132.2253945586525,96.89570343648967,145.79216550746645,313.0781909525393,315.0879773077713
497,686.81,0.16801,IC497K6.8681e+02mag1.6801e-01.bin,213.48249266779854,302.2186553673146,152.83120470290154,83.68956371757808,315.9839590400415
499,808.39,0.086412,IC499K8.0839e+02mag8.6412e-02.bin,7.953401341364967,194.7134760200795,210.2692623849233,285.41081381231777,346.60737632432676
501,26.005,0.034567,IC501K2.6005e+01mag3.4567e-02.bin,176.92834487377337,199.72962897764967,222.57309507999315,284.55143353761395,318.49276557113586
504,419.26,0.010247,IC504K4.1926e+02mag1.0247e-02.bin,139.28684811889423,57.633264846651755,125.01150753358938,80.15841727486662,178.54235161289955
506,496.34,0.0010445,IC506K4.9634e+02mag1.0445e-03.bin,156.98066060745214,59.24015269665788,145.45519439839077,74.74327786103848,181.20391696786504
508,44.76,0.46499,IC508K4.4760e+01mag4.6499e-01.bin,206.99613693192262,309.0602356293148,206.99965430288694,296.56841606868943,175.96363584714229
509,324.9,0.0056576,IC509K3.2490e+02mag5.6576e-03.bin,270.574374759182,294.6019484349652,179.55067169893917,47.72071169420941,185.01760671333292
510,131.73,0.0015581,IC510K1.3173e+02mag1.5581e-03.bin,209.90351878191163,301.1927410634664,176.49230466978474,72.23465619085341,26.727234756321444
515,97.527,0.041419,IC515K9.7527e+01mag4.1419e-02.bin,57.155223955902635,299.8519638735741,214.6849077731059,312.8999240775285,300.93253145243284
516,419.89,0.13342,IC516K4.1989e+02mag1.3342e-01.bin,233.52427314052647,320.0975565709113,221.44242947050043,285.9921820113919,187.77106604341782
517,64.485,0.0011306,IC517K6.4485e+01mag1.1306e-03.bin,186.88422412389508,308.91123297827994,125.85171523247071,80.17836020732614,179.70824188722688
521,258.48,0.051321,IC521K2.5848e+02mag5.1321e-02.bin,192.55049790072866,302.7029173948955,231.47404822379394,283.71612070056005,180.21365826048537
525,316.64,0.013752,IC525K3.1664e+02mag1.3752e-02.bin,142.38825129645963,58.30776203573727,206.1839237493021,293.08143756566704,317.4398800989269
531,239.67,0.01161,IC531K2.3967e+02mag1.1610e-02.bin,154.96504297163398,70.6662582797397,208.29657877841112,285.57037977483054,304.9465185307815
537,62.376,0.031136,IC537K6.2376e+01mag3.1136e-02.bin,198.5792791654102,306.9205425061795,269.415766361708,290.5349883495194,294.4720957913171
540,271.5,0.032856,IC540K2.7150e+02mag3.2856e-02.bin,196.82634406867035,308.4352782643287,132.51533475241567,63.46221676199966,183.62514459833668
541,110.0,0.59498,IC541K1.1000e+02mag5.9498e-01.bin,229.47918834769368,296.33952477500867,235.95682674864253,279.84537179428827,323.28713404785856
544,67.038,0.002934,IC544K6.7038e+01mag2.9340e-03.bin,207.5499681232983,298.7424191222675,152.7846158101058,75.01761024604606,182.09018381583545
546,15.199,0.75553,IC546K1.5199e+01mag7.5553e-01.bin,190.949511583249,302.4306100244859,288.270360829477,262.26995900444564,185.5232027379323
548,78.972,0.0070895,IC548K7.8972e+01mag7.0895e-03.bin,214.18247097516056,298.54192061863944,168.93063036881918,359.3927972210708,295.35115958942157
550,54.316,0.19354,IC550K5.4316e+01mag1.9354e-01.bin,245.52808293751605,298.52405922405694,180.97003179578772,62.22483631409579,50.70032763461907
553,610.42,0.0057456,IC553K6.1042e+02mag5.7456e-03.bin,136.7040646190571,59.208415953887325,165.59119897549354,80.2329538648096,183.39068937084522
556,457.36,0.0065199,IC556K4.5736e+02mag6.5199e-03.bin,217.1039682879014,291.9699087333172,202.8240818253151,283.8360031343192,172.5212754454144
559,130.48,0.016305,IC559K1.3048e+02mag1.6305e-02.bin,327.3056310532361,45.78451839567938,222.7553122747158,293.17658765792953,316.48479068380107
561,813.53,0.63601,IC561K8.1353e+02mag6.3601e-01.bin,203.50890857081274,302.43748559105757,114.2979691471869,81.65330463441298,174.37466268141725
566,192.72,0.0012185,IC566K1.9272e+02mag1.2185e-03.bin,190.40049426327133,311.85922760819926,223.7014415959305,293.11051231538687,176.53816319022414
569,565.23,0.0068091,IC569K5.6523e+02mag6.8091e-03.bin,206.54733399168765,304.42241220722525,127.69203144354984,78.44919597463748,178.65278348546133
570,80.201,0.46064,IC570K8.0201e+01mag4.6064e-01.bin,168.69749469448672,55.46281283940908,220.91004279376617,282.9805946595873,181.1087592527002
574,130.35,0.36584,IC574K1.3035e+02mag3.6584e-01.bin,348.4078035111439,346.52652918538365,149.48078683938897,98.01286499424802,6.249769560727613
575,196.4,0.0070701,IC575K1.9640e+02mag7.0701e-03.bin,157.06733423495825,59.7121797379674,199.48955217826557,286.04781108955893,175.66401902311148
577,262.98,0.59305,IC577K2.6298e+02mag5.9305e-01.bin,202.11800532900713,249.84017978584214,194.53910924095842,306.6913423874784,290.6270005386417
581,17.155,0.86163,IC581K1.7155e+01mag8.6163e-01.bin,149.8668104309015,238.58612924039937,157.61820555120403,99.4398633723583,172.4359917609542
583,18.095,0.0022042,IC583K1.8095e+01mag2.2042e-03.bin,103.36109735039771,53.96892927686923,220.44134631590828,287.01956457503775,313.97706963148585
584,50.775,0.0022667,IC584K5.0775e+01mag2.2667e-03.bin,15.928191132974284,173.66139960283414,130.7901711305859,73.70399465276807,179.2788526446311
587,81.224,0.34866,IC587K8.1224e+01mag3.4866e-01.bin,211.00095635398273,306.3147669385486,114.63004812201089,76.63177015132818,45.1975769583212
590,433.32,0.0025579,IC590K4.3332e+02mag2.5579e-03.bin,199.38082155344975,304.3051531448033,238.71193270962445,285.68389477151374,312.827343593398
591,134.03,0.0013772,IC591K1.3403e+02mag1.3772e-03.bin,215.82910123389152,302.0931665017031,238.9177738444549,281.27302494206685,181.95248096409503
597,261.32,0.038449,IC597K2.6132e+02mag3.8449e-02.bin,130.11799775783456,61.434280764901544,47.7223157030866,280.2454203398217,322.8387717429721
602,87.515,0.002201,IC602K8.7515e+01mag2.2010e-03.bin,156.13773538855813,60.44861757106453,134.33583559400358,65.78687704101371,50.016433455032704
604,38.37,0.0030475,IC604K3.8370e+01mag3.0475e-03.bin,269.3698425195143,300.133647371255,145.58451538105007,40.546028160262445,323.63108702694444
605,53.867,0.031702,IC605K5.3867e+01mag3.1702e-02.bin,180.1817433077402,79.1068298170119,102.64896581018573,87.92127599614892,43.14659759059154
607,705.16,0.0025223,IC607K7.0516e+02mag2.5223e-03.bin,189.31489652923574,303.88554750353063,131.17928041319556,74.53799198141736,178.97745812261965
609,303.3,0.0020155,IC609K3.0330e+02mag2.0155e-03.bin,205.00189463881534,300.45810751609395,202.71648835192647,282.6629814764048,177.06969972881478
614,481.83,0.070125,IC614K4.8183e+02mag7.0125e-02.bin,238.09291228900932,302.0621502766712,144.6376179237284,79.66161569555477,180.13591092215208
620,410.17,0.30686,IC620K4.1017e+02mag3.0686e-01.bin,31.58449205352321,4.831326685958174,224.5649490817451,279.41483078510663,176.92397621632978
622,209.56,0.41145,IC622K2.0956e+02mag4.1145e-01.bin,198.57895364201187,303.8525423171018,127.34767509610829,72.99784520318985,178.89774364076212
623,255.54,0.25277,IC623K2.5554e+02mag2.5277e-01.bin,212.70071784182286,154.95206893222,143.96119137550053,61.96600441961952,337.11922293164207
629,790.46,0.44422,IC629K7.9046e+02mag4.4422e-01.bin,161.8988727179018,56.44954607689878,223.5121187071428,281.98508055024206,181.22992844613347
631,177.78,0.0060366,IC631K1.7778e+02mag6.0366e-03.bin,101.13756975962612,251.56598721763118,233.4589921836592,68.82801617105119,224.04791726061447
632,460.37,0.021788,IC632K4.6037e+02mag2.1788e-02.bin,51.2013102323582,305.1362151966594,128.69600981480713,75.85659317437522,44.418316696843185
635,526.59,0.19892,IC635K5.2659e+02mag1.9892e-01.bin,166.13567872977987,60.42518586004578,145.23412677317734,72.7785155712866,43.64044465627953
636,77.879,0.0015997,IC636K7.7879e+01mag1.5997e-03.bin,151.25814511475994,57.83819777336707,118.86510430414576,76.9182818563875,42.1865886405452
637,79.597,0.061125,IC637K7.9597e+01mag6.1125e-02.bin,168.21431547159318,58.149377485041,211.9279401313982,286.54834094366555,317.84852306475545
640,95.705,0.0043372,IC640K9.5705e+01mag4.3372e-03.bin,135.9145560045892,58.616483315737256,223.06809233624966,283.12413320274527,179.87220681741138
642,118.09,0.0066424,IC642K1.1809e+02mag6.6424e-03.bin,194.41407486685193,300.7300082076674,202.9085866937132,282.6218167848721,178.36091089351658
644,129.26,0.0051253,IC644K1.2926e+02mag5.1253e-03.bin,196.463674026837,310.9662605410593,125.58392226562955,77.61413283866786,179.92537332263947
645,418.67,0.2199,IC645K4.1867e+02mag2.1990e-01.bin,136.96120676606378,56.41827672246636,208.72040745984495,282.7301419488634,177.91512049088752
646,869.27,0.0044476,IC646K8.6927e+02mag4.4476e-03.bin,206.30928534333506,303.85069972097403,213.08154897094477,282.37705583247777,180.0688873042039
647,71.206,0.0032232,IC647K7.1206e+01mag3.2232e-03.bin,159.81787838121318,57.62308109475643,123.23802116702366,81.21710713614644,312.2523359224084
650,575.28,0.0072855,IC650K5.7528e+02mag7.2855e-03.bin,107.88785384728082,311.3831075985129,165.98942237068232,73.72311483872141,50.18289260961108
652,69.917,0.036051,IC652K6.9917e+01mag3.6051e-02.bin,128.39128674221604,57.19304809402869,131.35533085077364,78.73940978584154,178.2949149477716
657,57.609,0.029143,IC657K5.7609e+01mag2.9143e-02.bin,202.84205347125302,308.3942530247186,191.9059215405422,286.52678959107106,174.31962403048354
658,205.57,0.2262,IC658K2.0557e+02mag2.2620e-01.bin,13.367359938540057,185.2811204591275,94.86907922452374,269.7798714305021,183.37235669614424
659,133.06,0.16661,IC659K1.3306e+02mag1.6661e-01.bin,185.11428805630325,168.57285974778662,214.33171474787494,79.81247266426416,319.4141143804162
660,245.66,0.011413,IC660K2.4566e+02mag1.1413e-02.bin,156.51780963345584,56.86572571665301,225.87620374430045,282.65077562694256,315.98974072535685
668,292.1,0.026456,IC668K2.9210e+02mag2.6456e-02.bin,181.30351188980268,180.7962601177863,236.63141803843556,280.24652958207537,49.57034227034816
669,153.74,0.10962,IC669K1.5374e+02mag1.0962e-01.bin,169.747021385122,55.69488438424431,236.5297093393347,282.46688981532236,180.7550057527835
672,456.94,0.15095,IC672K4.5694e+02mag1.5095e-01.bin,192.97519597595374,310.8671476857036,121.9340558394881,79.20746955375996,179.02866711905173
675,107.0,0.065862,IC675K1.0700e+02mag6.5862e-02.bin,219.6535561508053,291.7502602177605,139.3117650355652,81.34109732568287,311.3857122114518
678,110.61,0.044704,IC678K1.1061e+02mag4.4704e-02.bin,187.04834878928105,251.8786268964087,204.09492811219596,71.64366106702596,173.13921025138157
679,886.97,0.0059771,IC679K8.8697e+02mag5.9771e-03.bin,202.3596750457594,301.37890906956886,200.74784185673607,293.54142414364514,319.62625487095335
684,300.13,0.017779,IC684K3.0013e+02mag1.7779e-02.bin,168.40799294542754,55.661817282436445,213.73982107053564,282.98498563710393,179.3809519175459
685,145.39,0.17625,IC685K1.4539e+02mag1.7625e-01.bin,181.48870952007192,174.8256064971068,136.826712465429,70.85073464559584,48.44515113214368
688,235.09,0.0059899,IC688K2.3509e+02mag5.9899e-03.bin,202.793730215584,300.42773736849017,158.31848683990876,76.42854267031555,182.71563243358204
693,533.49,0.15575,IC693K5.3349e+02mag1.5575e-01.bin,142.5752191913081,59.21022031439614,202.06733167677743,289.7860581733527,323.8848325334484
694,662.4,0.040297,IC694K6.6240e+02mag4.0297e-02.bin,190.67149331059187,303.5529502283693,167.03611453137435,77.23221648344231,183.17373599557956
695,287.88,0.21483,IC695K2.8788e+02mag2.1483e-01.bin,209.48812258469027,302.868201793518,146.49275579099736,69.15797334965673,40.91147928041482
703,747.33,0.0011825,IC703K7.4733e+02mag1.1825e-03.bin,135.82132946706423,39.17607064859768,134.79526561760403,47.362777893177984,51.82605232250081
705,176.43,0.53702,IC705K1.7643e+02mag5.3702e-01.bin,209.24589728657938,302.4136518748851,240.0356211982938,281.1392709083556,182.78397263254055
706,86.876,0.015158,IC706K8.6876e+01mag1.5158e-02.bin,147.26352237447958,58.06164087079508,232.23431789279036,282.7773078403859,180.9727293286729
710,508.77,0.12672,IC710K5.0877e+02mag1.2672e-01.bin,157.9332075194556,56.35428243549391,121.59750301541106,77.31238482561335,44.03279870902857
711,130.23,0.095978,IC711K1.3023e+02mag9.5978e-02.bin,162.9462274927766,57.34062309118069,216.36067802462162,283.70945703853954,47.0451925578986
719,234.85,0.0011073,IC719K2.3485e+02mag1.1073e-03.bin,154.74104047915506,59.165071264923526,149.4058780379248,70.06542814614974,42.90639616779647
722,18.658,0.035687,IC722K1.8658e+01mag3.5687e-02.bin,208.84304729581754,182.93736744197776,123.82697510756101,78.16478898193068,66.52173050653565
725,97.928,0.42775,IC725K9.7928e+01mag4.2775e-01.bin,195.50885593498984,303.40567558504193,217.7374146091431,282.02169918300564,179.3373183513383
726,364.89,0.0018918,IC726K3.6489e+02mag1.8918e-03.bin,203.3687619369474,301.1849734750486,156.65702610200992,70.09537122876006,37.71769718147239
731,68.643,0.70003,IC731K6.8643e+01mag7.0003e-01.bin,206.15288104549944,308.3601274340252,114.99470220767734,73.9338629228789,49.53308314965566
735,226.75,0.9446,IC735K2.2675e+02mag9.4460e-01.bin,158.75681584083011,192.57568791018213,214.25481946027583,289.5152823164144,313.23917185623225
738,48.703,0.011088,IC738K4.8703e+01mag1.1088e-02.bin,134.00610810000003,58.37183626531028,131.37782339315396,63.20044399582575,185.9431500690045
739,587.77,0.0011333,IC739K5.8777e+02mag1.1333e-03.bin,89.1553921151003,56.60725278870491,119.45905786292174,75.77633766902395,43.85594261931171
740,145.39,0.023847,IC740K1.4539e+02mag2.3847e-02.bin,328.08322631018257,182.602170980912,260.19383920447456,267.0909528684453,326.188188825221
741,152.31,0.44671,IC741K1.5231e+02mag4.4671e-01.bin,182.27396474389417,307.8829553037319,181.88036895424165,265.5286044491404,46.546350136625
744,35.44,0.0018665,IC744K3.5440e+01mag1.8665e-03.bin,123.94572846654185,45.49026441206105,254.72917154495983,282.1396958263308,171.13512761197364
745,812.91,0.0019477,IC745K8.1291e+02mag1.9477e-03.bin,189.33361581567797,303.1824252031751,140.92292944489512,66.88488811189802,180.0724316378455
746,469.62,0.44614,IC746K4.6962e+02mag4.4614e-01.bin,146.29188884919125,57.820658294699584,156.3429983706339,74.64053494382657,35.37414207562141
754,229.9,0.026172,IC754K2.2990e+02mag2.6172e-02.bin,129.65745196527362,322.83043178657834,125.51105352940272,81.17607888162263,44.61833945789835
755,577.99,0.034459,IC755K5.7799e+02mag3.4459e-02.bin,226.22364557295606,13.12716577534835,192.71694153468187,76.29436035620922,164.27938540675885
757,784.05,0.23072,IC757K7.8405e+02mag2.3072e-01.bin,79.3917363860408,302.3564187927546,103.85771803311862,286.5939911639708,348.3174045778967
759,82.674,0.038646,IC759K8.2674e+01mag3.8646e-02.bin,210.29229161735807,307.5763917043539,247.75156014350074,281.48500940893643,180.3863596417706
762,229.15,0.90848,IC762K2.2915e+02mag9.0848e-01.bin,140.7507282852893,305.4444424343191,201.84429418791854,292.6562909854891,316.9616995798913
766,150.72,0.028344,IC766K1.5072e+02mag2.8344e-02.bin,238.48817666109576,181.19242942734132,121.79138675536132,78.6128948182499,180.29443636948707
768,168.43,0.13384,IC768K1.6843e+02mag1.3384e-01.bin,235.3213007111548,63.336941941836734,127.39500420435579,74.83446391135985,46.92066899401833
770,190.2,0.0040017,IC770K1.9020e+02mag4.0017e-03.bin,191.7991897074718,305.5320623969924,138.02754029847176,76.07115017537998,180.18253910433228
771,57.664,0.0030763,IC771K5.7664e+01mag3.0763e-03.bin,152.94126820532824,58.96123773447453,200.72234607656628,290.5433140450638,321.5840775544343
772,34.158,0.027781,IC772K3.4158e+01mag2.7781e-02.bin,188.20937866921304,302.8067818603014,207.5366519445575,281.26070812810235,176.53856688069314
773,610.27,0.26674,IC773K6.1027e+02mag2.6674e-01.bin,148.022191527832,64.80707296094037,137.42128740841372,76.41112475250061,196.9711276903136
775,56.425,0.0055017,IC775K5.6425e+01mag5.5017e-03.bin,188.55282988799684,176.8975307574205,232.90743264808063,292.1703029240281,311.1512616620496
777,20.199,0.0080736,IC777K2.0199e+01mag8.0736e-03.bin,322.5193439385309,177.36645496790604,245.09879806800748,280.75187858140595,180.9740460733058
778,683.09,0.16548,IC778K6.8309e+02mag1.6548e-01.bin,92.87969853480452,218.22272615165966,185.2931006211444,263.39175153239154,187.50862724817875
781,250.64,0.32344,IC781K2.5064e+02mag3.2344e-01.bin,169.4823234222248,352.37395076804336,101.61068226667922,87.48749676050032,30.839765760524593
783,68.554,0.0013966,IC783K6.8554e+01mag1.3966e-03.bin,120.92786719965223,41.03798292592583,160.21345802455218,88.26330080461807,166.55439988581108
784,74.854,0.4671,IC784K7.4854e+01mag4.6710e-01.bin,167.04166806416873,60.425830420795585,145.8240831950161,68.8684076010902,45.74985885477947
787,162.63,0.11106,IC787K1.6263e+02mag1.1106e-01.bin,176.2724382886073,180.47103918325698,229.5575076051752,285.727017822255,181.1764336680849
791,261.11,0.025494,IC791K2.6111e+02mag2.5494e-02.bin,179.37803993778337,184.68645262697703,222.1512026351996,278.0013402658453,181.5425064757209
793,372.66,0.0059259,IC793K3.7266e+02mag5.9259e-03.bin,191.42509565613716,300.84795316601765,186.72667310507586,298.6497140327484,324.3491125700313
794,474.27,0.93458,IC794K4.7427e+02mag9.3458e-01.bin,189.20905119383667,303.8039152352509,147.87364714178608,68.21937480418504,181.91306651430375
799,984.51,0.0068993,IC799K9.8451e+02mag6.8993e-03.bin,144.02326162408596,70.75008445757123,223.8436789500225,284.104553195783,266.13427363986
801,103.89,0.0075187,IC801K1.0389e+02mag7.5187e-03.bin,163.8521943194931,54.999235802303716,192.90872002128089,279.6185845286685,180.24121833350333
808,827.37,0.0044515,IC808K8.2737e+02mag4.4515e-03.bin,215.74223732303471,303.3932210525322,120.78961618635564,78.36141130211037,176.33657005651682
809,12.369,0.12924,IC809K1.2369e+01mag1.2924e-01.bin,18.706955319954847,165.05583355872912,229.76987476292484,279.2595950995265,173.76172456140498
811,153.82,0.035404,IC811K1.5382e+02mag3.5404e-02.bin,199.61092742342544,302.0366993978609,214.74207545782986,281.85165950645217,178.86078476651102
812,102.32,0.065733,IC812K1.0232e+02mag6.5733e-02.bin,177.90785136907317,182.0630572428774,278.4002386084992,255.93301661047002,56.929835986182894
824,73.242,0.0053785,IC824K7.3242e+01mag5.3785e-03.bin,154.92089557978412,59.57104630584424,223.42832836641213,285.3077127711467,318.498905928316
825,298.1,0.13956,IC825K2.9810e+02mag1.3956e-01.bin,164.94311509151143,57.75512402602552,209.52709488953838,287.4012237568274,176.98988719683808
826,985.97,0.027239,IC826K9.8597e+02mag2.7239e-02.bin,212.1643099302041,301.5513785113939,142.19436187724622,77.2595792197539,179.76220368501737
834,168.22,0.004074,IC834K1.6822e+02mag4.0740e-03.bin,146.2053460965663,59.157213206154935,193.72796003452555,279.8727445831602,176.6482591169188
836,545.64,0.0030946,IC836K5.4564e+02mag3.0946e-03.bin,176.70886848965554,40.482361544373276,196.75003526976295,307.1728192332059,157.33088448797665
838,205.01,0.052534,IC838K2.0501e+02mag5.2534e-02.bin,194.76737043799966,327.0961085402848,150.67667234207508,79.24344098590917,185.82864370068899
839,241.58,0.1367,IC839K2.4158e+02mag1.3670e-01.bin,225.94971080283182,297.6981519549449,139.1149370393186,72.34467238062571,41.0123521753963
842,184.68,0.087077,IC842K1.8468e+02mag8.7077e-02.bin,209.87636511711966,291.7868972026314,146.33006257392668,70.39043262057072,46.702604217086204
847,752.68,0.08453,IC847K7.5268e+02mag8.4530e-02.bin,105.09635976563183,67.29204162946611,230.56660842522558,278.5969707596557,247.3661967725259
853,58.097,0.0013296,IC853K5.8097e+01mag1.3296e-03.bin,164.27518210460826,58.47603544736507,226.5043265443344,287.0608550094725,180.21428027129863
854,108.41,0.27459,IC854K1.0841e+02mag2.7459e-01.bin,173.65268122723842,191.1017991470473,225.34656211201636,296.6111122121402,308.7133656199118
861,308.33,0.12197,IC861K3.0833e+02mag1.2197e-01.bin,170.2441042102406,177.90356555444177,219.38141873229452,284.08880892487196,180.8137500759612
863,352.71,0.015749,IC863K3.5271e+02mag1.5749e-02.bin,158.98350129151413,56.549187963173594,148.65390676389615,75.33570614771983,181.34083458992134
864,191.28,0.86347,IC864K1.9128e+02mag8.6347e-01.bin,161.2501744786896,56.18826140939614,189.60213974388395,287.20375765576966,172.16109476981725
866,103.4,0.87782,IC866K1.0340e+02mag8.7782e-01.bin,186.23776916109824,317.8800413158857,199.10626509713154,284.96445787433794,184.47901660611544
868,22.058,0.0082875,IC868K2.2058e+01mag8.2875e-03.bin,132.98129892610743,56.53968410387184,207.60107460897817,278.05566292586184,182.7796421642592
870,89.139,0.081804,IC870K8.9139e+01mag8.1804e-02.bin,137.60099478179805,58.3428527882692,124.24109893131894,65.9424092757599,49.023517800853384
871,191.7,0.002787,IC871K1.9170e+02mag2.7870e-03.bin,202.17189010880753,300.90392380493483,143.73577110686054,69.23230241978398,42.95137159383778
874,726.97,0.0096727,IC874K7.2697e+02mag9.6727e-03.bin,150.88400730343872,55.32195391644704,155.27258742811105,67.20008159473068,38.65449140943195
875,117.52,0.001178,IC875K1.1752e+02mag1.1780e-03.bin,205.28574210883565,301.299476603451,206.59547658960938,292.34180518027443,318.26982036107245
882,189.09,0.025629,IC882K1.8909e+02mag2.5629e-02.bin,155.32975309908704,57.80829690139698,155.56502656790911,66.73060294798174,185.12560905235037
890,212.42,0.017054,IC890K2.1242e+02mag1.7054e-02.bin,203.17749583950214,295.58487946113434,230.71002977451016,285.4758209251964,43.004590046730904
899,69.826,0.026862,IC899K6.9826e+01mag2.6862e-02.bin,181.3503527596164,183.63023442678892,108.3922770334719,78.47836993329392,49.49167402691327
900,73.52,0.0083557,IC900K7.3520e+01mag8.3557e-03.bin,196.74842828817955,301.7416255650018,128.49908946040435,76.60662341793066,178.5363603228028
901,338.09,0.0025827,IC901K3.3809e+02mag2.5827e-03.bin,204.2900606658562,300.37717846596144,200.79419929582332,295.12431396367253,323.82693970867706
906,163.98,0.20185,IC906K1.6398e+02mag2.0185e-01.bin,192.2319430197308,305.8790242582244,126.47825837374849,77.14839923008259,46.66879105321198
908,36.661,0.16124,IC908K3.6661e+01mag1.6124e-01.bin,166.03694395137157,57.5289921105327,229.65956082252538,284.34721148347114,319.06141107851624
912,252.8,0.027012,IC912K2.5280e+02mag2.7012e-02.bin,216.12671648868402,305.43910378978666,136.41253776923293,78.92810629934955,42.416659162306765
915,655.24,0.39386,IC915K6.5524e+02mag3.9386e-01.bin,16.596161198954785,359.13483286634755,110.65817011503489,84.03049590103879,54.40976772176495
918,317.11,0.52411,IC918K3.1711e+02mag5.2411e-01.bin,207.2200971329995,297.61842598823773,264.496272246243,272.50954273040537,53.90980481998215
920,230.89,0.53825,IC920K2.3089e+02mag5.3825e-01.bin,209.70931785471157,302.5582620559108,233.66431345380738,271.29320809536995,47.82703428797873
922,52.365,0.0076748,IC922K5.2365e+01mag7.6748e-03.bin,202.080178292204,302.80468084346444,137.40914578808517,71.01295219614708,181.1695513451685
927,187.6,0.0026743,IC927K1.8760e+02mag2.6743e-03.bin,176.786743132666,294.96449496638246,166.2948235441785,69.06417698284494,46.63220371738524
928,149.04,0.12863,IC928K1.4904e+02mag1.2863e-01.bin,187.84223371900748,314.8379800834211,232.45219464641383,281.60067266401126,315.72085463240245
929,128.15,0.0021969,IC929K1.2815e+02mag2.1969e-03.bin,175.3577973168319,178.95510190831197,229.84773943490606,291.8000920636262,307.50217790419384
930,239.09,0.77256,IC930K2.3909e+02mag7.7256e-01.bin,88.18862107068473,330.3220335412242,164.04320625190815,76.62041825689323,46.84629713092428
932,91.308,0.022391,IC932K9.1308e+01mag2.2391e-02.bin,101.37010912655265,174.83595901328076,233.30274512491638,293.956923962939,178.54438312104705
935,280.08,0.44243,IC935K2.8008e+02mag4.4243e-01.bin,178.29887972145065,51.543179074788156,147.1399163937766,75.96591253941426,309.99754452911066
936,284.14,0.021689,IC936K2.8414e+02mag2.1689e-02.bin,188.8847292371786,304.9518120656903,144.83109104032928,73.60107640869292,180.69519559860962
938,342.93,0.0014502,IC938K3.4293e+02mag1.4502e-03.bin,128.30601027475691,56.836958511171986,132.65452064017157,80.18480605384788,179.00796941366605
943,295.61,0.095196,IC943K2.9561e+02mag9.5196e-02.bin,241.74783989834316,307.1063436611676,258.13261721738246,279.02381289860466,57.09995744052728
946,419.64,0.0055105,IC946K4.1964e+02mag5.5105e-03.bin,161.56520338071587,58.374908899633326,207.13596952555238,285.40889258207477,178.13846920546447
951,144.4,0.0014168,IC951K1.4440e+02mag1.4168e-03.bin,191.00272128652765,286.1231959500524,312.09053582008045,249.9220626422006,187.8879385414506
957,645.07,0.020721,IC957K6.4507e+02mag2.0721e-02.bin,199.68172115291213,302.9419424236767,231.3127397532233,285.27585009442544,181.466563514982
959,83.723,0.051945,IC959K8.3723e+01mag5.1945e-02.bin,339.9010702638563,26.26443120080621,153.59721518711382,36.809022743547274,273.6395023268762
962,238.56,0.0010452,IC962K2.3856e+02mag1.0452e-03.bin,159.66316484051868,58.401016306660615,138.82510087736136,75.21825245439756,180.02163344411915
963,16.946,0.001983,IC963K1.6946e+01mag1.9830e-03.bin,186.21628664906137,32.8416289168489,100.72487293250867,85.90014222878352,63.7862418570271
965,388.62,0.64147,IC965K3.8862e+02mag6.4147e-01.bin,187.11344786584402,299.42516044134237,235.49984043101054,285.97978415910904,310.9966795207297
970,437.95,0.0025728,IC970K4.3795e+02mag2.5728e-03.bin,214.290529960675,304.31841314167013,219.95570865013642,277.61597742485156,47.15987936462553
971,192.39,0.20625,IC971K1.9239e+02mag2.0625e-01.bin,207.43692014626376,301.9575939997156,241.40967503699414,281.570760689877,50.3953580549413
972,969.69,0.52078,IC972K9.6969e+02mag5.2078e-01.bin,195.60777555048531,301.65533942921394,187.6733682167829,281.23246725030555,179.3269459269779
973,713.12,0.020272,IC973K7.1312e+02mag2.0272e-02.bin,170.80105133187726,54.10650124102691,226.26500566943523,286.2864651461882,180.48919058585133
975,349.39,0.046475,IC975K3.4939e+02mag4.6475e-02.bin,295.91467676472945,313.8551126620178,42.214771050308165,97.76133464195968,308.8015307548388
976,837.43,0.0025792,IC976K8.3743e+02mag2.5792e-03.bin,6.980602048388157,107.4933217430268,155.49724968166655,277.19742661610974,145.96098581606773
979,42.746,0.02589,IC979K4.2746e+01mag2.5890e-02.bin,141.52801814022294,58.785471678768936,160.88936412268131,68.82570586421842,35.09151555791414
984,28.237,0.076254,IC984K2.8237e+01mag7.6254e-02.bin,175.08883597364172,58.2140088182828,189.80540818085535,307.73370521063794,305.71891402630973
986,201.97,0.052832,IC986K2.0197e+02mag5.2832e-02.bin,173.48817828857224,53.52809180037126,136.65830336228217,72.23889089331006,47.387487083367766
990,914.57,0.0064517,IC990K9.1457e+02mag6.4517e-03.bin,188.5439770708143,311.34537935795186,121.63676938847752,74.58126977428608,47.22118868901125
995,53.041,0.9035,IC995K5.3041e+01mag9.0350e-01.bin,135.66523210853288,75.29851984073181,116.37345556908814,67.98954135069548,40.52015671622359
997,77.841,0.53097,IC997K7.7841e+01mag5.3097e-01.bin,214.94609979195843,300.3738532565667,157.162694755716,55.4605791890658,50.47429456556481
